Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
22175;103;CSS Eduardo Minguito;17;VILLAVERDE;11;CARABANCHEL;1107;ABRANTES;173;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/09/2020
22176;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;054;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22177;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;181;45- 49;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;04/09/2020
22178;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;070;60 - 64;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;04/09/2020
22179;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;149;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22180;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;171;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22181;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;048;75 - 79;Española;H;2;Zona / Historia Social;;;04/09/2020
22182;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;063;>= 85;Española;M;2;Zona / Historia Social;010;Malos Tratos;04/09/2020
22183;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;027;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22184;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;023;>= 85;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22185;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;023;60 - 64;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;04/09/2020
22186;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1602;PIOVERA;003;70 - 74;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;04/09/2020
22187;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;203;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22188;79;CSS Los Yébenes;10;LATINA;05;CHAMARTÍN;0503;CIUDAD JARDIN;046;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/09/2020
22189;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;122;55 - 59;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;04/09/2020
22190;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;213;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;04/09/2020
22191;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;145;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/09/2020
22192;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;050;25 - 29;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;04/09/2020
22193;75;CSS María Zayas;06;TETUÁN;20;SAN BLAS-CANILLEJAS;2002;HELLIN;022;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22194;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;014;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22195;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22196;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;125;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22197;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;008;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22198;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;04/09/2020
22199;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;017;35 - 39;Extranjera;M;2;Zona / Historia Social;;;04/09/2020
22200;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;010;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22201;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;017;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22202;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;40 - 44;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22203;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;65 - 69;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22204;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;002;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22205;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22206;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;007;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22207;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22208;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;112;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22209;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22210;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;119;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22211;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;18 - 24;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22212;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22213;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;118;50 - 54;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22214;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;50 - 54;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22215;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;110;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22216;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;062;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22217;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22218;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;066;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22219;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22220;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22221;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;052;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22222;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;033;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22223;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;028;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22224;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;031;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;04/09/2020
22225;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22226;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22227;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;076;80 - 84;Española;H;1;Primera Atención;;;04/09/2020
22228;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;30 - 34;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22229;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;089;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22230;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/09/2020
22231;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/09/2020
22232;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;40 - 44;Extranjera;M;2;Zona / Historia Social;;;04/09/2020
22233;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;074;70 - 74;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22234;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;078;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22235;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;45- 49;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22236;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;35 - 39;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22237;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;55 - 59;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22238;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22239;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;50 - 54;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22240;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/09/2020
22241;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;089;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/09/2020
22242;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;096;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/09/2020
22243;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;049;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;04/09/2020
22244;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1803;ENSANCHE DE VALLECAS;059;35 - 39;Extranjera;M;2;Zona / Historia Social;;;04/09/2020
22245;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;104;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;04/09/2020
22246;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;042;35 - 39;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;07/09/2020
22247;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;032;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22248;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;060;55 - 59;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22249;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;052;>= 85;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;07/09/2020
22250;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;068;>= 85;Española;M;1;Primera Atención;;;07/09/2020
22251;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;020;35 - 39;Española;M;2;Zona / Historia Social;010;Malos Tratos;07/09/2020
22252;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;050;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;07/09/2020
22253;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;160;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22254;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0902;ARGÜELLES;020;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;07/09/2020
22255;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;185;70 - 74;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;07/09/2020
22256;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;206;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;07/09/2020
22257;72;CSS Retiro;03;RETIRO;03;RETIRO;0302;ADELFAS;097;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/09/2020
22258;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2006;REJAS;120;18 - 24;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/09/2020
22259;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;60 - 64;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22260;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;125;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22261;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;015;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22262;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22263;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22264;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22265;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22266;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;65 - 69;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22267;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;113;30 - 34;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22268;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22269;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;70 - 74;Española;M;1;Primera Atención;050;Desprotección socio-familiar;07/09/2020
22270;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;112;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22271;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22272;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22273;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;066;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;07/09/2020
22274;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;40 - 44;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22275;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;55 - 59;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22276;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;032;60 - 64;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22277;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;044;45- 49;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22278;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;60 - 64;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22279;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;40 - 44;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22280;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22281;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22282;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;085;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22283;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;129;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22284;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;30 - 34;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22285;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;074;55 - 59;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22286;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22287;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;55 - 59;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22288;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22289;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22290;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22291;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;096;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/09/2020
22292;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;093;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/09/2020
22293;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;07/09/2020
22294;101;CSS Vicente Ferrer;06;TETUÁN;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;025;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22295;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;088;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/09/2020
22296;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;104;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/09/2020
22297;69;CSS José Villarreal;02;ARGANZUELA;13;PUENTE DE VALLECAS;1306;NUMANCIA;185;45- 49;Española;H;1;Primera Atención;;;08/09/2020
22298;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;141;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;08/09/2020
22299;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;141;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;08/09/2020
22300;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;08/09/2020
22301;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;105;65 - 69;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;08/09/2020
22302;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;029;35 - 39;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;08/09/2020
22303;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;082;70 - 74;Española;M;1;Primera Atención;050;Desprotección socio-familiar;08/09/2020
22304;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;146;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;08/09/2020
22305;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;063;>= 85;Española;M;2;Zona / Historia Social;010;Malos Tratos;08/09/2020
22306;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;079;>= 85;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;08/09/2020
